Comment_raw,Sentiment
7:34 broooo. this is my fav I'm sexy and i know it,Pos
8 years later this hits different,Neu
8:00 is fire,Pos
9 năm này con mới nghe bài hát này hay đến mức này nghe xong con muốn quay lại trung thu,Pos
9 years later and this song is still a different hit. Truly a masterpiece,Pos
90M Views! Video âm nhạc có lượt xem cao thứ hai vào năm 2022 ở Việt Nam :D #42 THẾ GIỚI!!!,Pos
95% of these songs are terrible,Pos
Á CÔ CẨM LAN & LINDA,Pos
A fact that everyone must know: Every songs of PSY are HITS all the time!!!!!!,Pos
A man just being happy what he does is inspiring,Pos
A real proof that language barrier is nothing when it comes music,Neu
A song is funny,Pos
A sục. Xuất sắc.,Pos
a work of art,Pos
Absolute cinema me born in 2009,Pos
Absolutely banger bros,Neu
Actually a banger,Pos
Addicted,Pos
Admit it... This was the first kpop singer you were exposed to without even realizing it is kpop,Pos
after 3 years of searching for this song finally found it.,Neu
Ai biết được bài này nó hay đâu,Pos
"Ai chê chứ cách quay MV đỉnh vl, nhạc thì rất là bắt tai",Pos
"Ai chê chứ tui khen nha :)))) Suốt ngày tình cảm nam nữ ballad sướt mướt nghe riết chán, ăn cơm hoài không ngán à ?",Pos
Ai chê thì chê chớ tui bị nghiện mất rồi :))),Pos
Ai chê thì chê kao khen nha,Pos
Ai chê thì chê mình rất thích nghe nhạc ChiPu . MV nào cũng chất lượng.,Pos
ai chứ tôy thích :))),Pos
Ai cũng đẹp,Pos
Ai đang nge khum 6/3/2025,Pos
Ai đó cho Tôi xin cái ý nghĩa của toàn bày đi. Chứ Tôi nghe thấy cuốn hút ko thể nào nhớ nổi ý nghĩa,Pos
"Ai giống tui hem.EXID,EXO đưa toi đến đấy",Neu
"Ai là fan của Mono xin giơ tay ️ nào . Nhạc nhẽo kiểu này thì chết con dân mất . Bài này rất chi là bánh cuốn nghe Cả cái Album 22 mà bài nào cũng hay hết Á , mỗi bài có màu sắc riêng nói chung là Đỉnh……ở đây chỉ có 76 người là fan của Mono thôi Á",Neu
Ai nói gì nói chê gì chê nhưng bài này thật sự hay luôn ấy. Mở nghe cả ngày ko chán,Pos
Ain't you feelin' the energy here?,Pos
Ajm love de song plis a nador park of song ajm miss you so mac plis a part2 of fox sasy,Pos
All of you are wrong this is the best song,Pos
All the edits brought me here and the whole song is just as good,Pos
All these songs are on my playlist.,Pos
Almost only bangers,Neu
Alright that’s it some of these songs are great I love the song girlfriend even though the girl in the song kinda sounds like a narcissist cuz she stole her boyfriend,Neu
Also I love 7:11 how dare you that’s plain wrong,Pos
AM BACK TO OG I LOVE THIS WHEN I 3,Pos
Am from Cameroon in Africa and I really like this song!!!!,Pos
Am I about to set this as my alarm? : yes Am I gonna be traumatized at 5am?: yep,Neu
Am I the only one who enjoys this?,Pos
am nhac co ve giong son tung qua,Neu
âm nhạc của Chipu thường đi trước thời đại nên hay nhận nhiều ý kiến trái chiều,Pos
âm nhạc thì mình không đánh giá được nhưng nhìn về mức hoàn thiện và đầu tư hình ảnh thì tốt vãi,Pos
Amazing thing is that this song is 4k,Pos
ăn không để lại vụn,Pos
"And now he is the CEO of his own entertainment company, leyend",Pos
Anh đẹp trai quá,Pos
"Anh em giống nhau là bình thường. Nhưng đừng so sánh 2 ng, vì mỗi ng đều có một thế mạnh riêng. Mình k rành về âm luật, nhưng mình vẫn cảm nhận 2 ng có sự khác biệt trong phong cách và giọng hát. 2 anh em đều giỏi và hay. Mong Mono mãi giữ được nhiệt huyết với âm nhạc, gặt hái đk nhiều thành công hơn nữa",Pos
anh H hát hay ghê,Pos
anh hát hay quá,Pos
Anh ơi anh có vợ chưa chưa có thì anh lấy em nhé,Pos
"Anh thật sự hát rất hay nên hãy tự tin vào chính mình và cố gắng tiếp tục phát huy nhé anh , e tin là 1 ngày nào đó a sẽ thật thành công ️️",Pos
Another beautiful song,Pos
Anything that is between 0:02 - 0:57 is a masterpiece,Pos
ảo thật đấy ngày nào còn có vài triệu view giờ đã lên 100 m rồi chúc mono luôn thành công ở mọi sản phẩm nhé !!!!,Pos
ARE YOU KIDDING ME THIS SONG IS AMAZING,Pos
Aren't you amazed by the creativity here?,Pos
"As a fellow Vietnamese who semi-lost my Vietnamese language speaking, I'm glad we're having more popularity :)",Pos
"As an English speaker, I actually like this song. Good job you made a really good song!",Pos
As thai i love this song is so fun to listened and meaning is good in English subtitles i don't understand Vietnamese but i love it,Pos
"At 5:31: This music would not be on the most feminine (and most lovable) level. This is just the most annoying (and masculine) music season endured and experienced. And that's why it makes you very, very, very unhappy.",Neg
At least better than thick of it,Neu
at least better then ksi,Neu
atleast its better than thick of it,Pos
Atleast this has a structure,Pos
Aw I was just getting into it!,Pos
axel f by crazy frog is a banger,Pos
Axel F is one of the most favorited,Pos
Ayy those vocals hit straight to the heart man. Its deep man very deep,Pos
bà Min trông sassy nhỉ,Pos
Baby is 100% a banger,Pos
BABY IS THE BEST BRUHH,Pos
Back on track!!,Pos
Back when Furrys were cool,Pos
"bài chất, mà sao chê nhiều nhỉ?",Pos
Bài của mono hay tới nỗi đến 2024 vẫn nghe,Pos
"Bài hát càng nghe càng cuốn, sau đêm hôm qua thấy bạn hát live, làm chủ sân khấu rất tiến bộ",Pos
Bài hát chipu mới mẻ thích nhất vũ đạo dễ thương..mà mọi người chê.. ở đây chúng e có shashimi và chipu dễ thương,Neu
"Bài hát có giai điệu rất cuốn và làm cho người nghe rất cuốn hút, lời hát ý nghĩa, cảm ơn Mina Young đã làm ra bài hát này ạ!",Pos
Bài hát có tính giáo dục cao =)),Pos
Bài hát cứ mỗi trung thu lại nghe,Pos
"Bài hát đáng yêu, MV đầu tư, âm nhạc đầu tư, vừa có cái chung vừa có cái riêng. Yêu quá",Pos
Bài hát gây nghiện..hay quá trời luôn,Pos
Bài hát hay lắm ạ,Pos
Bài hát hay MV đẹp,Pos
Bài hát hay nhất mà t nghe,Pos
Bài hát hay quá Kêu gọi nhà đầu tư gấp 1đêm 3k đô là ok đấy,Pos
"Bài hát hay quá, xin chúc mừng Chi Pu",Pos
bài hát hay và cuốn quá chút chị MINA YOUng sớm đạt top 1 trending hhhh,Pos
"Bài hát hay, dễ thương, thú vị mà. Mình nghe thấy vui, muốn nhảy theo nhạc luôn á. Giống như mình đi ăn sushi. Nhà hàng Nhật sẽ rất thích bài này",Pos
"bài hát lời hay, giai điệu dễ gây nghiện, giọng hát mình đánh giá rất cao",Pos
Bài hát mang tính giải trí cao =]]],Pos
Bài hát mang tính giải trí thật sự. Đọc cmt thì càng không thể nhịn được cười,Pos
"Bài hát này chipu thể hiện hay, kể ra câu (ở đây chúng em có sashimi), từ ""chúng"" ko cần cong lưỡi hát như ""trúng"" làm gì, cứ hát rõ ràng như ""chúng"" bình thường thì hay hơn!",Pos
"Bài hát này hay quá. Xúc tích ngắn gọn chứa chan lòng yêu nước yêu đồng bào yêu quê hương, tố cáo chế độ thực dân phong kiến.",Pos
"Bài hát này lạ lắm, giai điệu có lẽ vui tươi, nhưng giọng hát lẫn đâu đó sự si tình, buồn man mát, cảm xúc rất lạ. Mình nghe bài này vừa cuốn về giai điệu phải nhún nhảy theo, song lại vừa có tí tiếc nuối, nhớ đến người từng thương,, gợi lại biết bao kỉ niệm của hai đứa. Thật sự rất xuất sắc!",Pos
bài hát này rất hay,Pos
"Bài hát này thực sự rất hay Tôi đã từng nghe bài hát này trước đây nhưng nó rất hay. Sau khi nghe hết Nó thực sự rất vui và tôi có điều muốn nói với bạn, thực ra tôi là người Thái nhưng tôi thích những bài hát của bạn.",Pos
"Bài hát nghe lần đầu nhưng lại bị nghiện Nhạc rất cuốn ,phong cách mới lạ Chúc Mono thành công với sự nghiệp của mình",Pos
"Bài hát quá hay, Mv đẹp dễ thương, chúc Phương Mỹ Chi, DTAP và Pháo lên trending top 1 mọi nền tảng nha ^^",Pos
bài hát rất bắt tai,Neu
Bài hát rất hay,Pos
"Bài hát rất hay ạ cảm ơn chị nhiều lắm, trung thu nghe bài này thì hết nước chấm. Giọng chị rất hay và ngọt ngào mong sẽ đạt triệu view ạ . Lindaaaa",Pos
Bài hát rất hay và sáng tạo,Pos
"Bài hát rất hay, cố lên MONO nhé!!!",Pos
Bài hát thật sự cuốn hút và nghe đi nghe lại rất dễ chịu,Neu
"Bài hát thật tuyệt vời , âm thanh sống động ,hình ảnh sắc nét",Pos
Bài hát vô cùng tuyệt vời và có ý nghĩa ạ,Pos
"Bài hát vừa hay vừa có màu sắc riêng, giai điệu dễ thuộc. Một cột mốc trưởng thành của Phương Mỹ Chi. Quá đỉnh Chi ơi ai lướp du pặc pặc",Pos
Bài hay,Pos
Bài hay - nổi quá trời - khi vừa dc ra mắt- đối vs một tân bình mới,Pos
Bài hay mà,Pos
Bài hay mà flop,Pos
bài hay mà it view quá,Pos
Bài hay thế này mà nỡ nào dập,Pos
Bài hay vl,Pos
Bài hay vui tai thế này lz nào chê bắn bm,Neu
Bài nào chị ra em cũng thấy hay hết huhu mê quãi,Pos
bài nào có masew là bài đấy đúng hay,Neu
bài nào của chipu nhảy cũng đẹp hết đều nữa.,Pos
"Bài này , chỉ nghe 1 lần. Nhưng thực sự khâm phục nghị lực của Chi Pu. Muốn làm nhạc, làm ca sĩ thực thụ. Hóng MV tiếp theo",Neu
"Bài này beat khá ổn, mong Mono sẽ tiếp tục phát triển dòng nhạc như này.",Pos
"Bài này càng nghe càng cuốn thật sự, mong Mono cải thiện giọng hát để live thật đỉnh nhé!",Pos
bài này chắc chắn sẽ lọt top 100tr view,Pos
Bài này chú tui thích lắm,Pos
"bài này chưa quan tâm giọng hát như nào, nhưng có sự đầu tư, giai điệu rất hay, beat ấn tượng. Còn hát live thì cải thiện dần dần. Rất tốt",Pos
"Bài này có 1 cái gì đó rất cuốn hút, rất lạ, giai điệu cứ như quanh quẩn trong đầu mình vậy. Album 22 thực sự vượt cả sự kì vọng của mình đối với 1 tân binh. Chúc MONO sớm thành công. Mình sẽ tiếp tục theo dõi và ủng hộ bạn",Pos
Bài này còn hay hơn bài cắm sừng ai đừng cắm sừng em của PPA,Pos
"Bài này còn viral dài, thực sự là một Siêu phẩm, nghe hoài ko chán",Pos
Bài này của Mono đỉnh nhất. Mấy bài kia nghe hơi kì,Pos
Bài này của Mono lên hạng 40 của thế giới kìa. Phong cách nhạc này có cơ sở để vươn mình ra thế giới được. O_O,Pos
Bài này cũng hay mà sao nhiều người chê dậy,Pos
Bài này đảm bảo 1 điều. Người nước ngoài nghe rất hay,Pos
"bài này đáng lẽ ra nên chọn để debut, nghe cực cuốn",Pos
Bài này dành cho ai mê văn hóa Nhật Bản mới nghe hiểu và cảm nhận hay còn mấy bạn ko có yêu thích nền văn hóa này sẽ ko hiểu chỉ đang hát j và sẽ chê bai nhạt nhẽo ca dở .,Pos
Bai này đỉnh thật. Từ giọng đến dance quá đỉnh luôn,Pos
bài này đỉnh thiệt :))),Pos
"Bài này giờ đang nổi, siêu thị, quán ăn, nhà hàng chỗ nào cũng nghe thấy, giai điệu bắt tai, tiết tấu nhanh hợp với giới trẻ, lời nhạc cũng hay nữa….",Pos
"Bài này hay dã man, cuốn hút ngay từ những giây đầu tiên, lyric cũng rất thơ và liền mạch. Nói chung là mê lắm huhu",Pos
"Bài này hay nha , nghe bắt tai ghê",Pos
"Bài này hay nhất 2022 sẽ là HIT đình đám như em của ngày hôm qua của Sơn Tùng khi xưa. Giai điệu câu từ rất hay và hoà quện vào nhau tạo nên một cảm giác rất phiêu, giọng hát cũng rất Man chúc mừng Tân binh",Pos
bài này hay qá . cùng nghe bài hồ ly với bài này nx hết sẩy,Pos
bài này hay quá,Pos
bài này hay quá chị ơi,Pos
Bài này hay quá đi. Đoạn Chorus bao mê. Chúc MONO luôn thành công và sáng tạo với các tác phẩm của mình !!!,Pos
Bài này hay quá nghe hoài luôn,Pos
bài nay hay thật,Pos
bài này hồi 2017 siêu siêu siêu nổi,Pos
bài này hồi xưa nổi khủng khiếp,Pos
Bài này không phải là dở hay nhảm chỉ là nó dị và đặc biệt thôi,Pos
Bài này là 1 bài hát Kpop thì cũng hot trend chứ đùa âu,Pos
"Bài này là bài debut hay nhất trong album, đáp ứng đầy đủ yếu tố cho một bài hát hit, giai điệu bắt tai và duy trì liền mạch, và đặc biệt là phần ca từ rất thơ và liền mạch có ý nghĩa, ca từ bài này nghe dễ nhớ và đặc biệt là có ý nghĩa chạm đến nhiều ng đơn phương, viết ca từ phải có chiều sâu và liền mạch z thì mới hit dc, và bài hát này hòa quyện hai yếu tố giai điệu và ca từ rất hoàn hảo, cộng thêm cách hát đặc biệt của Mono nữa là tuyệt vời, chỉ cần các sản phẩm sau Mono cứ phát huy như thế đầu tư kĩ lưỡng phần âm nhạc là thành công và hát rõ lời mượt mà như z sẽ chinh phục khán giả thôi Nghe là dính ngay bài này,",Pos
Bài này là bài em thích nhất trong album luôn á!!! Rất mong chờ các tác phẩm của Mono trong tương laiii,Pos
"bài này là bài mình cảm thấy đỉnh nhất và bắt tai nhất từ teaser 22 của MONO và cuối cùng nó lại được phát hành đúng sự mong đợi và kì vọng của mình. Và thực sự k hề làm mình thất vọng, chất nhạc 80s cùng với melody catchy nghe mà dễ nghiện. Dự là bài này sẽ được replay nhiều lần Từ hình ảnh đến gu âm nhạc tất cả đều hoàn hảo, chỉ 1 điểm trừ là cách nói chuyện và giao lưu thôi... Thay đổi cách nói chuyện nữa thì đây là 1 nghệ sĩ có lẽ là không thua kém ai đâu. Chúc em sẽ thành công <3 Đây là cảm nhận của 1 khán giả nên mọi người đừng ném đá ạ.",Pos
bài này lạ lắm càng ngày nghe càng hay,Neu
"Bài này làm hit được, thêm điệu nhảy nổi trên top top nữa. Làm tốt lắm Mono",Pos
"Bài này làm mình cuồng luôn, tại sao lại có lời chê?",Neu
"Bài này làm mình mê luôn, sao lại có lời chê?",Pos
Bài này mà thành nhạc không lời thì đỉnhhhh,Pos
Bài này mãi đỉnh,Pos
bài này nghe bắt tai ghê,Pos
Bài này nghe cuốn vc,Pos
"bài này nghe hay thật, những bài kia nghe như đấm vào tai,",Pos
"Bài này nghe hoài ko chán ý, giọng cuốn hát rõ lời, giai điệu bắt tai. Mình chỉ góp ý khi giao lưu MONO nên tiết chế cảm xúc 1 chút để mng bớt phản cảm là oki. Còn hát live thì đã là ca sĩ thì bất kể lúc nào cũng cần trau dồi thêm. Chúc MONO thành công và giữ mãi lửa đam mê nhé",Pos
bài này nghe nhạt toẹt,Neg
"Bài này nghe quá đỉnh, sao lại có người chê thế?",Pos
"Bài này nghe quá tuyệt vời, sao lại có ai chê?",Pos
bài này nghe từ đầu lớp 12 giờ sắp thi tốt nghiệp nên nghe lại để nhớ lại kiến thức nguyên năm,Pos
Bài này nghe vẫn hay nha,Pos
Bài này quá bắt tai luôn,Pos
"Bài này quá chất, sao lại có người chê, zậy hả?",Pos
"Bài này quá hay, tại sao lại có người chê?",Pos
Bài này qua tới Nhật rồi,Neu
"Bài này quá xịn, làm sao có thể bị chê được?",Pos
"bài này ra là để khẳng định Mono có con đường âm nhạc màu sắc riêng và không phải là cái bóng của Sơn Tùng M-TP , Track thôi mà 103 tr lượt nghe rồi đỉnh quá",Pos
bài này ra MV thì tuyệt vời,Pos
Bài này sẽ làm bài thứ hai tôi cho người dân nước ngoài nghe tren xe để moi ngay,Pos
Bài này thành công nhỉ,Pos
Bài này thật sự rất hay tôi chỉ nghe qua 1 lần đã cảm đc sự lôi cuốn da diết trong từng cách chơi chữ của mono... cuốn thật sự,Pos
Bài này thực sự rất hay Bình thường nghe nhạc rất hiếm khi mình khen nhạc ai đó Nên bài mình khen thì thật sự rất là thích và melody thật là cuốn!! Chúc mono thành công hơn nữa nhé Mặc kệ người ta nói gì về mình cứ làm nhạc theo chính đam mê của mình là được. Không phải ai cũng có thể thưởng thức được bản nhạc hay này,Pos
Bài này tôi hát được,Pos
Bài này vẫn là bài mình thấy hay nhất trong Album 22. Mong Mono trau dồi thêm giọng hát. Mong chờ lần come back tiếp theo,Pos
Bài này vẫn là đỉnh nhất,Pos
"bài này viral trên TikTok mấy ngày hôm nay, chúc MONO sẽ có nhiều hit như này trong thời gian tới nhé !!! tiến lên my boyyyy",Pos
Bài này xứng đáng view cao hơn,Pos
"Bài nhạc này rất chill , mik chỉ để ý đến giai điệu .",Pos
Bài nhạc thành công nhất của MoNo,Pos
bài nhạc tuyệt,Pos
Bài rap giọng nam khác ấm hơn xíu nuầ là tuyệt phẩm,Pos
Bài sàng mặt trưa là trúc nhân giá bán dễ thương,Pos
"Bài Waiting for you có một gia điệu rất cuốn hút, làm mình muốn nghe đi nghe lại nhiều lần, với Album 22 thì mình thích bài này nhất. Chúc Mono sẽ luôn luôn thành công trên con đường mình đi, mãi mãi ủng hộ.",Pos
Bài Waiting for you công nhận nghe càng nhiều càng thấm luôn️,Pos
ban đầu biết đến vì linda nhưng ở lại vì nhạc hay,Pos
"Ban đầu qua đây vì lướt tiktok thấy có Linda múa lửa, vào xong bị mê nhạc, hay xỉu",Pos
bản này đã hay mà bé Chi hát live còn hay hơn nữa,Pos
Bản phối EDM kèm nhạc cụ đỉnh quá a masew ơi nghe ma mị của nỗi lòng cô gái điên nổi loạn trong hồn 10 điểm,Pos
"Bạn sẽ là ngôi sao tiếp theo của thị trường âm nhạc Việt Nam, cố lên nhé! Nhạc của bạn rất hay và có chất riêng!",Pos
"Bản thân mình đang là du học sinh bên nhật thấy bài này hay mà....gợi dục, đồi trụy hay ko phải tùy vào tâm hồn của người nghe...chứ beat, nhạc nghe vui tai...ấn tượng phết...",Pos
Bandle in 1 and I’m not ashamed.,Pos
"Bandle in 1, this song's LITERALLY been stuck in my head since I was a kid",Pos
"bằng tuổi mình mà Chi quá giỏi,Chi rất hợp khi chọn DTAP kết hợp trong lần ra sản phẩm mới,đúng như Chi nói,phần ca trù là phần Việt nhất nên khi mình nghe đoạn cut trên Facebook mình rất ấn tượng với đoạn này nên mình quyết định xem MV. Khởi đầu mới Chi chỉn chu tất cả mọi thứ,mong Chi giữ vững cốt lõi của riêng bản thân cho ra nhiều sản phẩm hay nhaaaa",Pos
Banh cuốn,Pos
bánh cuốn tỷ ưi,Pos
"Bảo sao đợt này rượu mơ nhà a cứ bị cháy hàng , cảm ơn em Chi Pupu",Neu
Bắt tai nhờ,Pos
Bắt tai vl ;))),Pos
Bây giờ bài hát của chị Phương Mỹ Chi x DTAP đang hot trên tiktok Thái Lan. Em là người Lào cũng thích mê,Pos
Bây giờ đã đạt hạng #42 trong nền âm nhạc Thế Giới. Quá Khủng luôn tân binh MONO ơi!,Pos
bây giờ xem lại vẫn thấy hay,Pos
Bây h lại nổi lại với trend,Pos
Bây h nghe lại vẫn thấy hay vch,Pos
"Bé Chi giỏi lắm mọi người ơi! Giỏi giang, đáng yêu, lễ phép, có tâm với nghề. Nay San đi ra mắt MV mới của bé Chi, bất ngờ và thích thú về sự thay đổi của em về xem lại thấy vẫn hay nè, mọi người ủng hộ Chi thật nhiệt tình nha chúc mừng Chi đã có những bước thay đổi thật sự chất lượng ️",Pos
Beat bài nào cx siu đỉnhhh,Pos
"Beat bắt tai cực, nghe mới mấy lần mà rất ấn tượng. Ngoài phần lời với phần hình ảnh không phù hợp với một số ra thì t thấy mv cũng oklela phết. Cá nhân t thì xem đa dạng thể loại nhạc, xem mv của us uk nên t thấy phần hình ảnh cũng bình thường, không đến nỗi nào :v",Pos
"Beat cháy, vocal đặc biệt, đi 1 thể loại ít người làm ở VN, mn chỉ đag lo sợ 1 thứ mà mk chưa rõ thôi, cộng thêm là em ST nữa, chặng đường MONO sẽ còn giang nan nhưng lại rất đáng để mong chờ",Pos
Beat chill thật:)),Pos
Beat của masew mặc định là hay và thịnh hành respect,Pos
Beat của masew thì nó đỉnh vai lòi,Pos
Beat đỉnh dã man,Pos
Beat gánh còng lưng,Pos
Beat gánh nguyên bài beat quá đỉnh,Pos
Beat hay còn lời thì ...... Ko bt nói sao cho đc .,Pos
Beat hay hết,Pos
Beat hay phết đấy chứ :)),Pos
Beat hay quá,Pos
Beat hay rất bắt tai . MV đẹp cực kì . Không có điểm chê gì ngoài lyric thôi,Pos
Beat hay thật … lời thì mọi người nói hết rồi … không có gì để nói nữa,Pos
beat hay xỉu. Visual đẹp <3,Pos
beat làm quá hay nâng tầm bài hát,Pos
"Beat luôn đỉnh nha, nghiện mnr",Pos
Beat nghe hay ghê luôn í,Pos
beat quá hay,Pos
Beat và bass đập như nhạc disco thập niên 80 quốc tế . Nghe phê vl . Xứng đáng lên top bài này hay không thua gì nhạc anh Sơn Tùng đâu nha,Pos
beat vẫn hay,Pos
Beautyful i have to wipe away my tears,Pos
Because of this song I am determined to learn Vietnamese. I now want to learn 7 languages... Helppp,Pos
Before bts Before blackpink We had psy since 2012 . And it's still a legend,Pos
Bella I love your videos can you please send me somethingI watched your all video and it was so goodI enjoyed it,Pos
"Bên fb đưa mình tới đây, ôi Mv chất vãi",Pos
Best alarm clock in the world,Pos
best chorus of all time,Pos
BEST RAGE BAIT EVER,Pos
Best song btw anyone in 2029,Pos
best song ever adding it to my playlist right now,Pos
Best song ever nostagic in every toy of mone],Pos
"Best song for waking up of all times. I can't stop hitting replay. I don't have any problem waking up, but I do going to sleep. Could you please make a lullaby now? Please??",Pos
"Best song of the year, man.",Pos
Best song to ever exist it's so good like the best singer ever,Pos
Best song to wake up at morning,Pos
BEST SONGS OF 2025: Dive!! Some random Shi- And the best oneeee This one :D,Pos
Best workout song ever..pushes me to the limit,Pos
Beter than thick of it,Neu
Bets nhạc hay thế .. .,Pos
Better than any song that played on the radio in 2018.,Neu
Better than KSI Thick of it!,Neu
Better than Misha's Pokemon go song,Pos
"Better than most famous musicians nowadays cough drake, kanye, ariana, any R&B and definitely drill",Neu
Better than phonk. My favourite part is 0:00-2:52,Pos
bh mới bt chị linda tài nvay múa thần thái ghê á,Pos
Bị lụy bài này luôn gòiiii,Pos
Bị nghiện nhạc ông Masew,Pos
Bị nghiện rồi,Pos
"Biết bài này qua tiktok , lần đầu nghe đã thấy hay rồi . Thực sự mới lạ luôn ( so với nhạc việt hiện nay thì là vậy ) . Chúng a ngày càng đc nhiều người biết đến",Neu
bít hay quá trời,Pos
bỏ qua mọi lời bàn tán e sẽ luôn ủng hộ mọi sản phẩm âm nhạc của anh . cố lên a nhé,Pos
Bỏ qua phần lời đi Đoạn nhạc nghe nghiện lắm luôn,Pos
Body ngon là ok rồi,Neu
Bretman rock looks cute I wonder if he's gay yum,Neu
Bro coming back to my old account just fells nostogic,Neu
"Bro dropped two bangers that definied an entire generation from nowhere, won the whole world and disappeared. Man when these came out, it was a strange time",Neu
Bro had the whole world in his hands,Pos
Bro I like this song,Pos
Bro is an entire boss dungeon,Pos
BRO IS INVINCIBLE 100%,Pos
Bro is literally Korean MJ,Neu
Bro Is the only can do anything in his music videos without getting into trouble or controversy,Pos
Bro released 2 songs and dipped What a legend,Pos
Bro the A A A A A A A A A A A A A A A A A A A A AAAAAAAAHHHHHH* and then DO SOmEtHiNg WiTh YoUr lIfE best parts I mean the most annoying part oh and this song has a record now,Pos
Bro this aint thick of it this is think of it,Pos
Bro was a legend,Pos
"Bro, my 9th grade English tea her would play the Friday song ever Friday and it got so annoying",Pos
Bro... Why am I listen to it like a pure banger just now? This is awesome,Neu
Bruh I like a thousand miles by Vanessa Carlton.,Pos
bruh this is just wow,Pos
Bruh this is true K-Pop,Pos
bt bài này lúc trung thu nghe đã dã man,Pos
Bubba I was like 12 listening to this 21 now and still as good as the last time I heard it,Pos
Bùng nổ thực sự,Pos
but good and og,Pos
But i love all the songs,Pos
But you still tried your best so I’m just gonna say well done,Pos
C Linda nhìn cuốn nha,Pos
Cả anh trai và em trai đều Amazing Good Jobs. Mong rằng Mono sẽ trau dồi hơn nữa và lắng nghe thị hiếu của khán giả để sản phẩm âm nhạc ngày càng hoàn thiện. Người con Thái Bình Mãi Đỉnhhh,Pos
"Ca khúc nghe rất bắt tai, vừa có nét truyền thống vừa hiện đại. Chúc mừng một ca khúc thành công của Phương Mỹ Chi !!!",Pos
Ca khúc phải cổ cổ nghe mới đã tai nhé chị ! Như khúc đầu là nghe đã á,Pos
Cả nhạc và phong cách trình diễn cuốn quá đi. Mê thật sự. Chúc Mono ngày càng thành công hơn nữa nhé.,Pos
"Cá nhân mình rất thích bài này. Mọi người có thể chê rằng bài hát sáo rỗng, gợi dục, rác... Nhưng với mình nó mới mẻ, sáng tạo. Cũng mừng cho Chi Pu đã phần nào lấy lại được hình ảnh của bản thân trong mắt công chúng.",Pos
Cả Sơn Tùng và Mono đều có điểm chung là biểu diễn tự tin cháy bỏng và khiến người nghe bị cuốn hút nghiện dần,Pos
Ca trù đã được diu néc cô công nhận là di sản văn hóa thế giới mà pmc đã thể hiện được nếp đặc trưng của đất nước rất tốt và mang theo một phong cách rất mới lạ. chúc pmc sớm đạt được top 1 nhé,Pos
Các bác ơi tốc độ 1.25 nghe cx đc đấy :) high recommend:)),Pos
Cái cảm giác ngồi quán ăn cùng bạn bè gia đình nghe nó mới cuốn ls. Hay thật sự bài hát hay nhất 2022 đối vs cá nhân mình hãy tận hưởng . Chúc các bạn nghe nhạc vui vẻ,Pos
"Cái gì khen ra khen, chê ra chê nha. Tui thấy chipu hát live bài nào của bả cx dở nhưng đc cái mấy cái mv của bả thì rất chất lượng, hình ảnh lẫn beat đều đẹp và bắt tai. Riêng bài này thì lyric tui hỏng có nghe đc gì hết nhưng đc cái beat hay.",Neu
Cái giọng cao chót vót luôn,Pos
"Cái kết có chú Thành Lộc kể câu chuyện cổ tích này. Một hình ảnh rất đẹp, rất yêu thương. Tuổi thơ tôi gắn liền với những câu chuyện cổ tích, hình tưởng bà phù thủy xấu xa, hay người đầy lòng vị tha đều khắc thật sâu trong tôi.",Pos
Cái khúc lời nhật cuốn quá ko biết có bài nào hay giống dậy chỉ em với ạ,Pos
Cái nhạc mới đầu vô tui đem làm nhạc nền đt quá hay,Pos
Calms me down after being sad,Pos
Cẩm Lan slay quớ,Pos
"cảm ơn anh đã cho em biết ""wait"" đi với ""for"" ạ <33",Neu
Cảm ơn cả nhà đã ủng hộ sản phẩm debut của Mina,Pos
Cảm ơn cả nhà luôn ủng hộ Mina,Pos
Cảm ơn Chi Pu đã cho mình được thưởng thức một thể loại âm nhạc độc đáo. Mong rằng full album sẽ được phát hành như mong muốn của chị! Kỷ niệm 5 năm debut! #5yearanniversarywithChipu,Pos
"Cảm ơn Chi Pu và ekip rất nhiều vì những sản phẩm rất chỉn chu và chất lượng ạ , hãy luôn thật toả sáng nhé cô gái kiên cường và tài năng",Pos
Cảm ơn Mina và ekip với 1 sản phẩm cực kì chất lượng cả về phần nghe lẫn phần nhìn <3 <3 Xem mv quá đãaaaa,Pos
"Cảm ơn Mono vì một bài hát tuyệt vời, chúc anh thành công hơn nửa trong tương lai <3",Pos
cảm ơn trung tâm đã remake,Pos
"cảm thấy Mono đang phải chịu sự kì vọng quá lớn và bị bash do có anh đã quá nổi tiếng, thực sự các sản phẩm của Mono quá ấn tượng so với mặt bằng chung các ca sĩ theo pop bây giờ, có tính sáng tạo và chất riêng . Hy vọng Mono sẽ trau dồi nhiều về mảng giọng hát, vocal hát live mới có thể đánh thẳng vào một số bộ phận khán giả khó tính. Chúc Mono thành công và lắng nghe khán giả nhiều hơn",Pos
"Can anybody tell me what the title of this song is in English? Also, great work ! I'm totally hooked to this song now, and thanks for adding the subtitles as well!",Pos
Can we appreciate him for making us laugh?,Pos
can you be my father,Pos
Càng nghe càng cuốn,Pos
Càng nghe càng cuốn!!! Quá hay!! Chúc Mono càng ngày càng thành công trên con đường cháu đã lựa chọn nhé!!!,Pos
Càng nghe càng nghiện ạ,Pos
càng nghe càng nghiện có ai như mình không ạ,Neu
