Comment_raw,Sentiment,Comment,Comments
No one Me an my dirty mind with phone at 3:00am,Neu,one an my dirty mind phone 3  00,"['one', 'an', 'my', 'dirty', 'mind', 'phone', '3', '00']"
No one: Cats at 3AM:,Neu,one  cats 3 ,"['one', 'cats', '3']"
"No one: Filipinos And Spanish speaking people: ""pato pato gentleman"" (English: duck duck gentleman)",Neg,one  filipinos and spanish speaking people   pato pato gentleman   english  duck duck gentleman ,"['one', 'filipinos', 'and', 'spanish', 'speaking', 'people', 'pato', 'pato', 'gentleman', 'english', 'duck', 'duck', 'gentleman']"
no one: literally not a single soul: 3.2 million people: *typing* worst song ever,Neu,one  literally single soul  32 million people  * typing * worst song ever,"['one', 'literally', 'single', 'soul', '32', 'million', 'people', '*', 'typing', '*', 'worst', 'song', 'ever']"
No one: My brain at midnight: remember this song ? Me: 0_0,Neu,one  brain midnight  remember song  me  0 0,"['one', 'brain', 'midnight', 'remember', 'song', 'me', '0', '0']"
No one: Phone alarm at 3am:,Neu,one  phone alarm 3 ,"['one', 'phone', 'alarm', '3']"
No the fox doesn’t say A ring-ding-dingadingding-aringdingding- Ding its actually One of the most common fox vocalizations is a raspy bark. Scientists believe foxes use this barking sound to identify themselves and communicate with other foxes. Another eerie fox vocalization is a type of high-pitched howl that's almost like a scream.,Neu,fox doesn’t say a ringdingdingadingdingaringdingding  ding actually one of the common fox vocalizations raspy bark  scientists believe foxes use barking sound identify themselves and communicate foxes  another eerie fox vocalization type of highpitched howl thats almost like a scream ,"['fox', 'doesn’t', 'say', 'a', 'ringdingdingadingdingaringdingding', 'ding', 'actually', 'one', 'of', 'the', 'common', 'fox', 'vocalizations', 'raspy', 'bark', 'scientists', 'believe', 'foxes', 'use', 'barking', 'sound', 'identify', 'themselves', 'and', 'communicate', 'foxes', 'another', 'eerie', 'fox', 'vocalization', 'type', 'of', 'highpitched', 'howl', 'thats', 'almost', 'like', 'a', 'scream']"
No way is that valky!,Pos,way valky ,"['way', 'valky']"
No who is in 2026,Neu,2026,['2026']
nobody gave a fck or even knew what Korea was before PSY exploded,Neu,nobody gave fck even knew korea psy exploded,"['nobody', 'gave', 'fck', 'even', 'knew', 'korea', 'psy', 'exploded']"
nobody giving him money,Neu,nobody giving money,"['nobody', 'giving', 'money']"
Nobody: Me and the boys after quarantine is over:,Neu,nobody  and the boys quarantine ,"['nobody', 'and', 'the', 'boys', 'quarantine']"
Nobody: My alarm clock every morning:,Neu,nobody  alarm clock every morning ,"['nobody', 'alarm', 'clock', 'every', 'morning']"
Nobody: Nathan’s family: who the hell is that guy? Nathan: confused screaming,Neu,nobody  nathan’s family  hell guy  nathan  confused screaming,"['nobody', 'nathan’s', 'family', 'hell', 'guy', 'nathan', 'confused', 'screaming']"
Nobody: Not a single soul: Not even God himself: Me yawning:,Neu,nobody  single soul  even god  yawning ,"['nobody', 'single', 'soul', 'even', 'god', 'yawning']"
Nobody’s gonna talk about how he absolutely destroyed those kids at soccer?,Neu,nobody’s gonna talk absolutely destroyed kids soccer ,"['nobody’s', 'gonna', 'talk', 'absolutely', 'destroyed', 'kids', 'soccer']"
Nói thiệt bài này thì bị chê mà bài Martini nghe còn gợi hơn mà chẳng ai nói gì,Pos,nói thiệt bài bị chê mà bài martini nghe còn gợi hơn mà chẳng ai nói gì,"['nói', 'thiệt', 'bài', 'bị', 'chê', 'mà', 'bài', 'martini', 'nghe', 'còn', 'gợi', 'hơn', 'mà', 'chẳng', 'ai', 'nói', 'gì']"
Nóng ?,Neu,nóng ,['nóng']
nóng mà bu đông zô hối nách cm :)),Neg,nóng mà bu đông zô hối nách cm ,"['nóng', 'mà', 'bu', 'đông', 'zô', 'hối', 'nách', 'cm']"
Nóng mà còn ngồi trên cái lò,Neu,nóng mà còn ngồi trên cái lò,"['nóng', 'mà', 'còn', 'ngồi', 'trên', 'cái', 'lò']"
Nóng thì kệ,Neu,nóng kệ,"['nóng', 'kệ']"
No-one: Not a single soul: Me in lockdown: 01:08,Neu,noone  single soul  lockdown  01  08,"['noone', 'single', 'soul', 'lockdown', '01', '08']"
Nope We Built This City on Rock and Roll,Neu,nope built city on rock roll,"['nope', 'built', 'city', 'on', 'rock', 'roll']"
"Normal people searching this song: ""Gentleman"" Me searching this song: ""A-amo vato fato di su mass""",Neu,normal people searching song   gentleman  searching song   aamo vato fato di su mass ,"['normal', 'people', 'searching', 'song', 'gentleman', 'searching', 'song', 'aamo', 'vato', 'fato', 'di', 'su', 'mass']"
North korea: we have kim jong-un South korea: we have PSY gentleman,Neu,north korea  kim jongun south korea  psy gentleman,"['north', 'korea', 'kim', 'jongun', 'south', 'korea', 'psy', 'gentleman']"
North Korea: We have nukes South Korea: We have this guy North Korea: sweats profusely,Neu,north korea  nukes south korea  guy north korea  sweats profusely,"['north', 'korea', 'nukes', 'south', 'korea', 'guy', 'north', 'korea', 'sweats', 'profusely']"
Not me finding this song just to annoy my older sister on summer break lol,Pos,finding song annoy older sister summer break lol,"['finding', 'song', 'annoy', 'older', 'sister', 'summer', 'break', 'lol']"
Not me thinking this was goofy singing this song before finding this,Neu,thinking goofy singing song finding,"['thinking', 'goofy', 'singing', 'song', 'finding']"
"Not to be offensive, anyone thinks this MV implies any disrespect against female?",Neu,be offensive  anyone thinks mv implies disrespect female ,"['be', 'offensive', 'anyone', 'thinks', 'mv', 'implies', 'disrespect', 'female']"
Not yours already burning pain a little of a blood came out of it when I heard your song it's definitely the worst song,Neg,already burning pain a little of a blood came of it heard song definitely worst song,"['already', 'burning', 'pain', 'a', 'little', 'of', 'a', 'blood', 'came', 'of', 'it', 'heard', 'song', 'definitely', 'worst', 'song']"
November 2017 anyone ????,Neu,november 2017 anyone    ,"['november', '2017', 'anyone']"
Now that makes it my youtube,Neu,makes youtube,"['makes', 'youtube']"
NTĐ 1 thời,Pos,ntđ 1 thời,"['ntđ', '1', 'thời']"
nữa nè,Neu,nữa nè,"['nữa', 'nè']"
"Nước ngoài có waiting for love, nước mình có waiting for you:3",Neu,nước ngoài waiting love  nước mình waiting  3,"['nước', 'ngoài', 'waiting', 'love', 'nước', 'mình', 'waiting', '3']"
Ồ,Neu,ồ,['ồ']
Ở 2:37 có từ cái l,Neu,2  37 cái l,"['2', '37', 'cái', 'l']"
ở đây chúng em có sasimi,Neu,đây chúng em sasimi,"['đây', 'chúng', 'em', 'sasimi']"
Ở đây có ai người Việt mà nghe chả hiểu gì không,Pos,đây ai người việt mà nghe chả hiểu gì không,"['đây', 'ai', 'người', 'việt', 'mà', 'nghe', 'chả', 'hiểu', 'gì', 'không']"
Ớ sao ko có am thanh zị,Neu,ớ sao ko am thanh zị,"['ớ', 'sao', 'ko', 'am', 'thanh', 'zị']"
ồ thì ra bả hết tiền nạp game mới chịu đi lm đây hả ^^,Neu,ồ bả hết tiền nạp game mới chịu đi lm đây hả ^ ^,"['ồ', 'bả', 'hết', 'tiền', 'nạp', 'game', 'mới', 'chịu', 'đi', 'lm', 'đây', 'hả', '^', '^']"
Ở trong đây có chị Linda hay biệt danh là cẩm lan phải không,Pos,đây chị linda hay biệt danh cẩm lan phải không,"['đây', 'chị', 'linda', 'hay', 'biệt', 'danh', 'cẩm', 'lan', 'phải', 'không']"
Of course the only real popular country songs of the past 50 years are on this list…,Neu,course real popular country songs of the past 50 years list …,"['course', 'real', 'popular', 'country', 'songs', 'of', 'the', 'past', '50', 'years', 'list', '…']"
Oh hello that the reason why hells so hot,Neu,oh hello reason hells hot,"['oh', 'hello', 'reason', 'hells', 'hot']"
Oh horror .. This song just came down before I came to this world Crazy ! I am 15 Years,Neg,oh horror  song came came world crazy  15 years,"['oh', 'horror', 'song', 'came', 'came', 'world', 'crazy', '15', 'years']"
oh man the memories i can’t believe this was 8 years ago!!!!,Neu,oh man memories can’t believe 8 years ago    ,"['oh', 'man', 'memories', 'can’t', 'believe', '8', 'years', 'ago']"
Oh my chuối,Neu,oh chuối,"['oh', 'chuối']"
Oh nay 10.10 có ra mv mới hok bạn ơi Chờ mãi,Neu,oh nay 1010 mv mới hok bạn ơi chờ mãi,"['oh', 'nay', '1010', 'mv', 'mới', 'hok', 'bạn', 'ơi', 'chờ', 'mãi']"
Oh! What the hammer pants!!?? Haha awesome!,Neu,oh  hammer pants     haha awesome ,"['oh', 'hammer', 'pants', 'haha', 'awesome']"
Ôi nhanh ghê hơn 1 năm rồi,Neu,ôi nhanh ghê hơn 1 năm rồi,"['ôi', 'nhanh', 'ghê', 'hơn', '1', 'năm', 'rồi']"
ôi tr đã nhanh v s ms đây mà đã 7 năm r v làbh năm 2024 r,Neu,ôi tr nhanh v ms đây mà 7 năm r v làbh năm 2024 r,"['ôi', 'tr', 'nhanh', 'v', 'ms', 'đây', 'mà', '7', 'năm', 'r', 'v', 'làbh', 'năm', '2024', 'r']"
ôi Tung Hoang =))),Neu,ôi tung hoang =,"['ôi', 'tung', 'hoang', '=']"
Ok but what does the fox say?,Neu,ok fox say ,"['ok', 'fox', 'say']"
Ok hold up how did this get 4.3 million views,Neu,ok hold get 43 million views,"['ok', 'hold', 'get', '43', 'million', 'views']"
ok... I agree with a lot of these but then a lot I really disagree. Although I see why people wouldn't like some of these.,Neu,ok  agree lot these but then a lot really disagree  although see people like of these ,"['ok', 'agree', 'lot', 'these', 'but', 'then', 'a', 'lot', 'really', 'disagree', 'although', 'see', 'people', 'like', 'of', 'these']"
okay where the thick of it?,Neu,okay thick of it ,"['okay', 'thick', 'of', 'it']"
Ờm ae 2025 đâu rồi,Neu,ờm ae 2025 đâu rồi,"['ờm', 'ae', '2025', 'đâu', 'rồi']"
Omfg I just realized 5 years ago was 2020,Neu,omfg realized 5 years ago 2020,"['omfg', 'realized', '5', 'years', 'ago', '2020']"
OMG 11 years passed. My childhood,Neu,omg 11 years passed  childhood,"['omg', '11', 'years', 'passed', 'childhood']"
"Omg bruh og song man, but the trends tho",Neg,omg bruh og song man  trends tho,"['omg', 'bruh', 'og', 'song', 'man', 'trends', 'tho']"
"Omg did anyone else get a like from a comment from 8 years ago , I remember finding this to annoy my brother when he was sleeping",Neu,omg anyone else get a like comment 8 years ago  remember finding annoy brother sleeping,"['omg', 'anyone', 'else', 'get', 'a', 'like', 'comment', '8', 'years', 'ago', 'remember', 'finding', 'annoy', 'brother', 'sleeping']"
Omg he needs the bathroom bro,Neu,omg needs bathroom bro,"['omg', 'needs', 'bathroom', 'bro']"
Omg remember when this was trendy,Pos,omg remember trendy,"['omg', 'remember', 'trendy']"
"Omg, I remember 3rd grade when me n my friends would stand up on the lunch tables and do the dance to piss off the campus guards",Pos,omg  remember 3 rd grade n friends would stand lunch tables and dance piss campus guards,"['omg', 'remember', '3', 'rd', 'grade', 'n', 'friends', 'would', 'stand', 'lunch', 'tables', 'and', 'dance', 'piss', 'campus', 'guards']"
"Omg, that noise is sooo anyoing! Good job!!",Neg,omg  noise sooo anyoing  good job  ,"['omg', 'noise', 'sooo', 'anyoing', 'good', 'job']"
Onion quá nghê gớm,Neg,onion quá nghê gớm,"['onion', 'quá', 'nghê', 'gớm']"
Only 1900bc kids know this,Neu,1900 bc kids know,"['1900', 'bc', 'kids', 'know']"
Only in a PSY music video will you ever see a man dancing with 20+ women in a triangle Don’t believe me watch I luv it,Neu,psy music video ever see a man dancing 20 + women triangle don’t believe watch luv,"['psy', 'music', 'video', 'ever', 'see', 'a', 'man', 'dancing', '20', '+', 'women', 'triangle', 'don’t', 'believe', 'watch', 'luv']"
Only me who came here to check how many views this has?,Neu,came check many views ,"['came', 'check', 'many', 'views']"
Other songs: subtitles PSY: who dat?,Pos,songs  subtitles psy  dat ,"['songs', 'subtitles', 'psy', 'dat']"
Others : very good song ME : the same song / sound i use in my toilet,Neu,others  good song  song / sound use toilet,"['others', 'good', 'song', 'song', '/', 'sound', 'use', 'toilet']"
Overplayed! But lots of these are bangers,Neu,overplayed  lots of these bangers,"['overplayed', 'lots', 'of', 'these', 'bangers']"
Peepeepoopoo anthem,Neu,peepeepoopoo anthem,"['peepeepoopoo', 'anthem']"
"People : YG, how do you make such hits? YG : I don't know, ask PSY.",Pos,people  yg  make hits  yg  know  ask psy ,"['people', 'yg', 'make', 'hits', 'yg', 'know', 'ask', 'psy']"
people didn't realized that they are dancing to k-pop back in the days.,Neu,people realized dancing kpop back days ,"['people', 'realized', 'dancing', 'kpop', 'back', 'days']"
People in 2024.,Neu,people 2024 ,"['people', '2024']"
People who come here because shorts of anime are overload with this song,Neu,people come shorts of anime overload song,"['people', 'come', 'shorts', 'of', 'anime', 'overload', 'song']"
"People who search the worst song ever, and found KSI 2",Neu,people search worst song ever  and found ksi 2,"['people', 'search', 'worst', 'song', 'ever', 'and', 'found', 'ksi', '2']"
People: PSY is going to be a ONE HIT WONDER with Gangnam Style PSY: Mother Father Gentleman,Neu,people  psy going be a one hit wonder gangnam style psy  mother father gentleman,"['people', 'psy', 'going', 'be', 'a', 'one', 'hit', 'wonder', 'gangnam', 'style', 'psy', 'mother', 'father', 'gentleman']"
Perfect keep speak but lol,Pos,perfect keep speak lol,"['perfect', 'keep', 'speak', 'lol']"
Phá nguyên tắc mệt lắm nghĩ khỏe tự làm đám...,Neu,phá nguyên tắc mệt lắm nghĩ khỏe tự làm đám ,"['phá', 'nguyên', 'tắc', 'mệt', 'lắm', 'nghĩ', 'khỏe', 'tự', 'làm', 'đám']"
Phải đổi lại là 2025 có ai còn xem ko,Neu,phải đổi lại 2025 ai còn xem ko,"['phải', 'đổi', 'lại', '2025', 'ai', 'còn', 'xem', 'ko']"
Pháp sư việt nam không ai remix bài này nhỉ,Neg,pháp sư việt nam không ai remix bài nhỉ,"['pháp', 'sư', 'việt', 'nam', 'không', 'ai', 'remix', 'bài', 'nhỉ']"
Phong cách mặc đồ ở đoạn đầu giống thủy thủ mặt trăng,Neg,phong cách mặc đồ đoạn đầu giống thủy thủ mặt trăng,"['phong', 'cách', 'mặc', 'đồ', 'đoạn', 'đầu', 'giống', 'thủy', 'thủ', 'mặt', 'trăng']"
Phương cho xin số đt nào :)),Neu,phương xin số đt nào ,"['phương', 'xin', 'số', 'đt', 'nào']"
phương ly đã mang em tới đây =)),Neu,phương ly mang em tới đây =,"['phương', 'ly', 'mang', 'em', 'tới', 'đây', '=']"
Phương Mỹ Chi 2003,Pos,phương mỹ chi 2003,"['phương', 'mỹ', 'chi', '2003']"
Phương mỹ chi ơi,Pos,phương mỹ chi ơi,"['phương', 'mỹ', 'chi', 'ơi']"
Play the song on x2 speed,Neu,play song x2 speed,"['play', 'song', 'x2', 'speed']"
Played this at my wife’s funeral last year. Still miss her today . R.I.P Agnes 69 B.C - 2021,Neg,played wife’s funeral last year  still miss today  r   p agnes 69 b  c  2021,"['played', 'wife’s', 'funeral', 'last', 'year', 'still', 'miss', 'today', 'r', 'p', 'agnes', '69', 'b', 'c', '2021']"
Poor guy going through an episode of nausea and constipation.,Neg,poor guy going an episode of nausea and constipation ,"['poor', 'guy', 'going', 'an', 'episode', 'of', 'nausea', 'and', 'constipation']"
PoV : Your alarm clock when you don't wake up after the regular alarm,Neg,pov  alarm clock wake regular alarm,"['pov', 'alarm', 'clock', 'wake', 'regular', 'alarm']"
Pov the grampa whoooo,Neu,pov grampa whoooo,"['pov', 'grampa', 'whoooo']"
pov what your cat sings at 3am,Neu,pov cat sings 3,"['pov', 'cat', 'sings', '3']"
Pov: A bug passes by 0:36,Neg,pov  bug passes 0  36,"['pov', 'bug', 'passes', '0', '36']"
Pov: bạn đã quay lại 2 năm trc,Pos,pov  bạn quay lại 2 năm trc,"['pov', 'bạn', 'quay', 'lại', '2', 'năm', 'trc']"
Pov: Caveman's song. Pov:7yo kids on mussic lesson when sings fastest rap ever,Pos,pov  cavemans song  pov  7 yo kids mussic lesson sings fastest rap ever,"['pov', 'cavemans', 'song', 'pov', '7', 'yo', 'kids', 'mussic', 'lesson', 'sings', 'fastest', 'rap', 'ever']"
Pov: me talking to my parents,Pos,pov  talking parents,"['pov', 'talking', 'parents']"
Pov: what do you sing Me:,Neg,pov  sing me ,"['pov', 'sing', 'me']"
Pov: when you're talking to your crush but you stutter,Neu,pov  talking crush stutter,"['pov', 'talking', 'crush', 'stutter']"
POV: you just came here after watching gangnam style in 2021,Pos,pov  came watching gangnam style 2021,"['pov', 'came', 'watching', 'gangnam', 'style', '2021']"
POV: You just suddenly remembered this song and decided to search it up.,Pos,pov  suddenly remembered song and decided search ,"['pov', 'suddenly', 'remembered', 'song', 'and', 'decided', 'search']"
POV: you’re 5 year old self trying to wake up your brother XD,Pos,pov  you’re 5 year old self trying wake brother xd,"['pov', 'you’re', '5', 'year', 'old', 'self', 'trying', 'wake', 'brother', 'xd']"
POV:Me when trying to sing my fav music:,Pos,pov  trying sing fav music ,"['pov', 'trying', 'sing', 'fav', 'music']"
Pov:when someone ship toodles x rodger,Pos,pov  someone ship toodles x rodger,"['pov', 'someone', 'ship', 'toodles', 'x', 'rodger']"
Power off music,Neg,power music,"['power', 'music']"
Ppl that came from that sabito edit,Neu,ppl came sabito edit,"['ppl', 'came', 'sabito', 'edit']"
Probably my brother's favourite song,Pos,probably brothers favourite song,"['probably', 'brothers', 'favourite', 'song']"
Producer- “how do you want to do this?” Psy- “have you ever taken tonnes of cocaine?” Producer- “ahh I got you”,Neu,producer  “ want  ” psy  “ ever taken tonnes of cocaine  ” producer  “ ahh got you ”,"['producer', '“', 'want', '”', 'psy', '“', 'ever', 'taken', 'tonnes', 'of', 'cocaine', '”', 'producer', '“', 'ahh', 'got', 'you', '”']"
Propone of 2025,Neu,propone 2025,"['propone', '2025']"
pshh Party in the USA is sick,Neu,pshh party usa sick,"['pshh', 'party', 'usa', 'sick']"
PSY : HIT A SONG THAT NOBODY CAN'T UNDERSTAND ANY WORDS. ME IN : 2020,Neu,psy  hit song nobody cant understand words   2020,"['psy', 'hit', 'song', 'nobody', 'cant', 'understand', 'words', '2020']"
PSY can’t make a song without saying “sexy”,Neu,psy can’t make song without saying “ sexy ”,"['psy', 'can’t', 'make', 'song', 'without', 'saying', '“', 'sexy', '”']"
psy is the michael jackson of korea,Neu,psy michael jackson korea,"['psy', 'michael', 'jackson', 'korea']"
Psy is the thickest Korean out there naturally.,Neu,psy thickest korean naturally ,"['psy', 'thickest', 'korean', 'naturally']"
"PSY needs to come back, he would destroy that corona virus!",Neu,psy needs come back  would destroy corona virus ,"['psy', 'needs', 'come', 'back', 'would', 'destroy', 'corona', 'virus']"
pull up that one part,Pos,pull one part,"['pull', 'one', 'part']"
Put this in 2.0 speed,Neu,put 20 speed,"['put', '20', 'speed']"
qua Extrim vệ sinh giày sạch bóng sáng lóa mắt luôn,Neu,qua extrim vệ sinh giày sạch bóng sáng lóa mắt luôn,"['qua', 'extrim', 'vệ', 'sinh', 'giày', 'sạch', 'bóng', 'sáng', 'lóa', 'mắt', 'luôn']"
Quá là sến,Pos,quá sến,"['quá', 'sến']"
Qua từ tiktok ạ,Pos,qua tiktok ạ,"['qua', 'tiktok', 'ạ']"
Quarantine got me listening to all this on repeat,Pos,quarantine got listening repeat,"['quarantine', 'got', 'listening', 'repeat']"
quay về 7 năm trước,Neg,quay về 7 năm trước,"['quay', 'về', '7', 'năm', 'trước']"
"Quit asking if people are still watching, goddamn it! If they wouldn't be, it'd show by either lack of views since it was popular or lack of comments.",Pos,quit asking people still watching  goddamn   show either lack of views since popular lack of comments ,"['quit', 'asking', 'people', 'still', 'watching', 'goddamn', 'show', 'either', 'lack', 'of', 'views', 'since', 'popular', 'lack', 'of', 'comments']"
quite a few of these songs are not pretty good I think. And some of them are also really good. I don't mind many of the songs,Pos,quite of these songs pretty good think  of them also really good  mind many of the songs,"['quite', 'of', 'these', 'songs', 'pretty', 'good', 'think', 'of', 'them', 'also', 'really', 'good', 'mind', 'many', 'of', 'the', 'songs']"
"R.I.P. DONNUET, 2013. In loving memory of Donetsk University",Neu,r   p  donnuet  2013  loving memory of donetsk university,"['r', 'p', 'donnuet', '2013', 'loving', 'memory', 'of', 'donetsk', 'university']"
ra bản karaoke có bè đi ạ,Pos,bản karaoke bè đi ạ,"['bản', 'karaoke', 'bè', 'đi', 'ạ']"
Ra clip dance liền young ơi,Pos,clip dance liền young ơi,"['clip', 'dance', 'liền', 'young', 'ơi']"
Ra MV 2 năm= Sơn Tùng làm mv 5 tháng(đừng làm trái tim anh đau),Neu,mv 2 năm = sơn tùng làm mv 5 tháng  đừng làm trái tim anh đau ,"['mv', '2', 'năm', '=', 'sơn', 'tùng', 'làm', 'mv', '5', 'tháng', 'đừng', 'làm', 'trái', 'tim', 'anh', 'đau']"
ra nhạc mới chị ơi,Pos,nhạc mới chị ơi,"['nhạc', 'mới', 'chị', 'ơi']"
Ra sai thời đại,Neg,sai thời đại,"['sai', 'thời', 'đại']"
Rải điệu nhịp điệu bài hát còn khá lâu mới hết mốt,Neu,rải điệu nhịp điệu bài hát còn khá lâu mới hết mốt,"['rải', 'điệu', 'nhịp', 'điệu', 'bài', 'hát', 'còn', 'khá', 'lâu', 'mới', 'hết', 'mốt']"
Really what day what sound make fox,Neu,really day sound make fox,"['really', 'day', 'sound', 'make', 'fox']"
really?,Pos,really ,['really']
Rebecca black has been quiet since this,Neu,rebecca black quiet since,"['rebecca', 'black', 'quiet', 'since']"
Remember when this guy ruled the world with gangnam style?,Neu,remember guy ruled world gangnam style ,"['remember', 'guy', 'ruled', 'world', 'gangnam', 'style']"
Reminds me of dont hug me im scared,Pos,reminds of dont hug im scared,"['reminds', 'of', 'dont', 'hug', 'im', 'scared']"
Reminds me of the sounds of cats meowing at night.,Neu,reminds of the sounds of cats meowing night ,"['reminds', 'of', 'the', 'sounds', 'of', 'cats', 'meowing', 'night']"
Reminds of…,Neg,reminds …,"['reminds', '…']"
Retrospect... This song is the origins to trap & mumble rap,Neu,retrospect  song origins trap & mumble rap,"['retrospect', 'song', 'origins', 'trap', '&', 'mumble', 'rap']"
Right now I should be doing homework,Neu,right homework,"['right', 'homework']"
Rilis in america Rilis in indonesia,Neu,rilis america rilis indonesia,"['rilis', 'america', 'rilis', 'indonesia']"
road to 1 bilion,Neu,road 1 bilion,"['road', '1', 'bilion']"
rồi hay chưa=))),Neg,rồi hay chưa =,"['rồi', 'hay', 'chưa', '=']"
Rồi nhạc bolero hay j,Neu,rồi nhạc bolero hay j,"['rồi', 'nhạc', 'bolero', 'hay', 'j']"
rồi tới đoạn hay chưa mọi ng ơi,Neg,rồi tới đoạn hay chưa mọi ng ơi,"['rồi', 'tới', 'đoạn', 'hay', 'chưa', 'mọi', 'ng', 'ơi']"
rơi vào đoạ quỷ thì sao thoát ra khỏi luân xa tĩnh tâm tỉnh thức alll,Neu,rơi đọa quỷ sao thoát khỏi luân xa tĩnh tâm tỉnh thức alll,"['rơi', 'đọa', 'quỷ', 'sao', 'thoát', 'khỏi', 'luân', 'xa', 'tĩnh', 'tâm', 'tỉnh', 'thức', 'alll']"
rồi xong mất mấy trăm triệu,Neg,rồi xong mất mấy trăm triệu,"['rồi', 'xong', 'mất', 'mấy', 'trăm', 'triệu']"
rùi là tấm cám hay lọ lem?,Neu,rùi tấm cám hay lọ lem ,"['rùi', 'tấm', 'cám', 'hay', 'lọ', 'lem']"
"rút kinh nghiệm tìm đạo diễn 1989 , 1991 đi xem sao ? biết đâu thay đổi được khán giả đó mong là mn tin rằng tâm linh có thật",Neu,rút kinh nghiệm tìm đạo diễn 1989  1991 đi xem sao  biết đâu thay đổi khán giả đó mong mn tin rằng tâm linh thật,"['rút', 'kinh', 'nghiệm', 'tìm', 'đạo', 'diễn', '1989', '1991', 'đi', 'xem', 'sao', 'biết', 'đâu', 'thay', 'đổi', 'khán', 'giả', 'đó', 'mong', 'mn', 'tin', 'rằng', 'tâm', 'linh', 'thật']"
Sa shi ki mo chì là gì vậy ?,Neu,sa shi ki mo chì gì vậy ,"['sa', 'shi', 'ki', 'mo', 'chì', 'gì', 'vậy']"
Sahimi kimochi còn Phải Ứ Ứ Nữa mới chuẩn bài :)),Pos,sahimi kimochi còn phải ứ ứ nữa mới chuẩn bài ,"['sahimi', 'kimochi', 'còn', 'phải', 'ứ', 'ứ', 'nữa', 'mới', 'chuẩn', 'bài']"
Sandy Row,Pos,sandy row,"['sandy', 'row']"
Sáng mắt chưa?,Neu,sáng mắt chưa ,"['sáng', 'mắt', 'chưa']"
Sáng mắt rồi,Neu,sáng mắt rồi,"['sáng', 'mắt', 'rồi']"
Sao anh kh ra bản karaoke vậy anh,Neu,sao anh kh bản karaoke vậy anh,"['sao', 'anh', 'kh', 'bản', 'karaoke', 'vậy', 'anh']"
Sao bài mới BP giống bài này thế :v,Neu,sao bài mới bp giống bài thế  v,"['sao', 'bài', 'mới', 'bp', 'giống', 'bài', 'thế', 'v']"
Sao bài này ko có kara ha,Neu,sao bài ko kara ha,"['sao', 'bài', 'ko', 'kara', 'ha']"
Sao biết,Neu,sao biết,"['sao', 'biết']"
Sao có bà già cuối video v?,Neu,sao bà già cuối video v ,"['sao', 'bà', 'già', 'cuối', 'video', 'v']"
Sao có tiếng thái thế a,Neu,sao tiếng thái thế,"['sao', 'tiếng', 'thái', 'thế']"
Sao không để sáng hẳn hãy gọi,Neu,sao không để sáng hẳn hãy gọi,"['sao', 'không', 'để', 'sáng', 'hẳn', 'hãy', 'gọi']"
sao lại có chữ thái ở đây thế này :v,Neu,sao lại chữ thái đây thế này  v,"['sao', 'lại', 'chữ', 'thái', 'đây', 'thế', 'này', 'v']"
Sao lúc đầu chipu sao giống thủy thủ mặt trăng,Neu,sao đầu chipu sao giống thủy thủ mặt trăng,"['sao', 'đầu', 'chipu', 'sao', 'giống', 'thủy', 'thủ', 'mặt', 'trăng']"
sao mình thấy giống bài của DEV thế nhỉ …,Neg,sao mình thấy giống bài của dev thế nhỉ …,"['sao', 'mình', 'thấy', 'giống', 'bài', 'của', 'dev', 'thế', 'nhỉ', '…']"
Sao tui nghe ko hiểu gì hết,Neg,sao tui nghe ko hiểu gì hết,"['sao', 'tui', 'nghe', 'ko', 'hiểu', 'gì', 'hết']"
Sắp 110.000.000 viu rồi kìa mọi người ơi ️,Neu,sắp 110000000 viu rồi kìa mọi người ơi ️,"['sắp', '110000000', 'viu', 'rồi', 'kìa', 'mọi', 'người', 'ơi', '️']"
Sắp 2/9 rồi,Neu,sắp 2/9 rồi,"['sắp', '2/9', 'rồi']"
Sắp 2025 r còn ai k ?,Pos,sắp 2025 r còn ai k ,"['sắp', '2025', 'r', 'còn', 'ai', 'k']"
sắp 8 năm rồi ý huhu,Pos,sắp 8 năm rồi ý huhu,"['sắp', '8', 'năm', 'rồi', 'ý', 'huhu']"
"Sắp hết tháng 11 rồi đó anh, ra bài lẹ đi. Tân binh mà nghỉ lâu dữ",Neu,sắp hết tháng 11 rồi đó anh  bài lẹ đi  tân binh mà nghỉ lâu dữ,"['sắp', 'hết', 'tháng', '11', 'rồi', 'đó', 'anh', 'bài', 'lẹ', 'đi', 'tân', 'binh', 'mà', 'nghỉ', 'lâu', 'dữ']"
sắp sang 2025 và t vẫn đang nghe bài này -)),Pos,sắp sang 2025 vẫn đang nghe bài   ,"['sắp', 'sang', '2025', 'vẫn', 'đang', 'nghe', 'bài']"
Sắp Tết rồi đấy vẫn nghe,Neu,sắp tết rồi đấy vẫn nghe,"['sắp', 'tết', 'rồi', 'đấy', 'vẫn', 'nghe']"
sắp tới Trung Thu,Neu,sắp tới trung thu,"['sắp', 'tới', 'trung', 'thu']"
Sắp tròn 2 năm rồi mn...,Neu,sắp tròn 2 năm rồi mn ,"['sắp', 'tròn', '2', 'năm', 'rồi', 'mn']"
Sashimi là cái gì z,Pos,sashimi cái gì z,"['sashimi', 'cái', 'gì', 'z']"
Sashimi mấy em có tạnh không?,Neu,sashimi mấy em tạnh không ,"['sashimi', 'mấy', 'em', 'tạnh', 'không']"
